"city","state","lat","lng","population","Business Freedom","Commute","Cost of Living","Economy","Education","Environmental Quality","Healthcare","Housing","Internet Access","Leisure & Culture","Outdoors","Safety","Startups","Taxation","Tolerance","Travel Connectivity","Venture Capital"
"Warren","OR",45.8133,-122.8796,1687,8.671,4.908,4.924,6.5145,4.2155,8.4595,8.59666666666667,4.138,5.9685,6.2195,6.304,5.1805,6.957,3.9205,8.1595,2.2405,5.899
"Warrenville","IL",41.8209,-88.1857,13738,8.671,4.57975,4.766,6.5145,7.999,6.8045,8.555,3.702,6.5995,8.193,5.4155,3.832,9.513,4.062,6.134,5.5075,8.368
"Washington","DC",38.9047,-77.0163,4810669,8.671,4.457,3.595,6.5145,5.9685,6.99375,8.49066666666667,1.2105,3.8255,10,5.0235,2.1915,8.774,4.062,6.5495,4.505,8.056
"Washington","MO",38.5515,-91.0154,14607,8.671,5.0855,5.504,6.5145,5.2715,7.37425,8.87733333333333,6.958,8.909,7.6425,4.8285,3.8805,5.424,4.062,4.376,2.5315,3.885
"Washington","PA",40.1741,-80.2465,13322,8.671,4.308,4.795,6.5145,6.5935,6.87425,8.58233333333333,5.9635,8.6695,6.859,4.0685,4.791,6.5075,3.7785,7.39,1.738,3.581
"Waterloo","IL",38.3403,-90.1538,10906,8.671,5.0855,5.504,6.5145,5.2715,7.37425,8.87733333333333,6.958,8.909,7.6425,4.8285,3.8805,5.424,4.062,4.376,2.5315,3.885
"Waterloo","NE",41.2856,-96.285,1022,8.671,2.12775,5.994,6.5145,4.128,7.876,8.88,7.0405,6.3065,4.942,4.181,5.552,4.012,4.204,5.801,1.4165,NA
"Watertown","MN",44.9604,-93.8431,4659,8.671,4.925,5.042,6.5145,5.2745,8.362,8.972,4.7385,6.2585,6.8505,5.096,5.085,6.5265,4.062,7.288,3.544,5.523
"Waukesha","WI",43.0087,-88.2464,71307,8.671,4.915,5.526,6.5145,4.177,7.989,8.59433333333333,6.1225,4.346,6.8375,5.064,4.267,4.8305,4.204,4.844,1.5875,2.005
"Wayne","IL",41.9494,-88.2584,2548,8.671,4.57975,4.766,6.5145,7.999,6.8045,8.555,3.702,6.5995,8.193,5.4155,3.832,9.513,4.062,6.134,5.5075,8.368
"Wayne","MI",42.2774,-83.3877,17624,8.671,0.933,6.032,6.5145,5.8185,4.04675,8.279,6.223,6.167,7.478,5.3875,4.4615,5.4015,3.7785,3.678,3.6405,5.184
"Wayne","PA",40.0409,-75.3945,7425,8.671,4.1315,4.422,6.5145,6.0285,5.124,8.62166666666667,4.207,7.443,8.492,4.115,3.133,7.3625,3.7785,5.8645,3.556,5.216
"West Hollywood","CA",34.0883,-118.3719,35678,8.57466666666667,3.677,4.556,6.5145,8.6245,4.7315,8.43966666666667,1.5275,5.4965,9.196,6.747,5.705,10,4.7675,6.96,3.9585,10
"West Palm Beach","FL",26.7469,-80.132,115877,8.671,4.05275,4.497,6.5145,4.3945,6.292,8.529,3.031,5.824,6.7675,5.3845,4.321,8.0225,4.772,6.0435,4.169,5.055
"West Valley City","UT",40.6886,-112.0123,139361,8.671,4.574,6.172,6.5145,4.2805,6.21575,8.81866666666667,6.141,6.8105,5.932,6.641,5.657,6.3,4.204,8.6225,2.737,7.09
"Westerville","OH",40.1241,-82.921,38960,8.671,5.02675,5.746,6.5145,5.0475,8.166,8.689,6.2895,4.5535,6.466,4.545,5.2815,5.8785,3.9205,5.9215,1.663,4.973
"Westminster","CA",33.7523,-117.9938,91267,8.57466666666667,3.677,4.556,6.5145,8.6245,4.7315,8.43966666666667,1.5275,5.4965,9.196,6.747,5.705,10,4.7675,6.96,3.9585,10
"Westminster","CO",39.8837,-105.0624,115535,8.671,4.53,5.102,6.5145,3.6245,7.11675,8.61566666666667,3.8375,5.4185,6.2235,7.933,5.371,7.8645,4.346,7.8605,4.243,6.117
"Weston","FL",26.1006,-80.4054,68148,8.671,4.05275,4.497,6.5145,4.3945,6.292,8.529,3.031,5.824,6.7675,5.3845,4.321,8.0225,4.772,6.0435,4.169,5.055
"Weston","MO",39.4032,-94.8862,1850,8.671,1.9725,5.844,6.5145,3.6245,7.9765,8.77566666666667,6.7075,8.1885,6.6745,4.1615,4.4225,2.794,4.062,5.0205,1.869,3.538
"White Plains","NY",41.022,-73.7547,59452,8.671,5.51925,2.342,6.5145,8.0935,5.23375,8.50166666666667,1,7.0985,10,5.7475,7.022,10,3.9205,6.7125,6.675,10
"Wilmington","DE",39.7415,-75.5416,70926,8.671,4.1315,4.422,6.5145,6.0285,5.124,8.62166666666667,4.207,7.443,8.492,4.115,3.133,7.3625,3.7785,5.8645,3.556,5.216
"Wilsonville","OR",45.3109,-122.7702,25887,8.671,4.908,4.924,6.5145,4.2155,8.4595,8.59666666666667,4.138,5.9685,6.2195,6.304,5.1805,6.957,3.9205,8.1595,2.2405,5.899
"Wilton","CA",38.413,-121.2127,6281,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"Windsor","CA",38.5422,-122.8089,26548,8.671,4.68725,2.618,6.5145,8.6245,6.4815,8.748,1,5.6055,9.407,7.014,5.7155,10,4.488,8.0125,3.6545,10
"Woonsocket","RI",42.001,-71.4993,43044,8.671,4.39625,4.259,6.5145,8.6245,8.1705,8.956,1,5.7005,8.564,5.66,7.742,9.565,4.062,8.4815,3.215,10
"Worcester","MA",42.2705,-71.8079,573573,8.671,4.39625,4.259,6.5145,8.6245,8.1705,8.956,1,5.7005,8.564,5.66,7.742,9.565,4.062,8.4815,3.215,10
